id,post,label,target
8052147_gab,looks like lee rigby beheading must have happened on a moslem holy day since they carried out the manchester attack on it anniversary i see a market for t shirts that say wearer carries bacon bits to send moslems to hell do not blow near me,1,Islam
21492048_gab,more nigger crap,1,African
16293427_gab,so i can say nigger on here,1,African
11957582_gab,as far as the pewdiepie thing goes there nothing inherently pejorative about the word nigger nigger is derived from the latin niger for black all nigger literally means is black nigger niger black no shitlib has ever coherently articulated why saying black is okay but nigger is not,1,African
1179099203701743616_twitter,it maddening to watch this happen i am definitely a leftist and to watch two men who certainly are not rightwing be painted as nazi sympathizers by other leftists because they are white and made comic book movies that are not light and happy is just sad,0,None
1178889043456790528_twitter,<number> year old white het boys are the worst breed all they do is recycle their same old holocaust racist sexist and homophobic jokes to hide their insecurities i got news for you buddy it not working,0,Caucasian
11461970_gab,always a fucking kike,1,Jewish
20374990_gab,so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck,1,Jewish
14973379_gab,how about nigger loving douchebag,1,African
1179071305322287105_twitter,<user> <user> <user> no illegal aliens increase population not lower it and they work for low pay,0,None
1178867086086553606_twitter,<user> <user> do you mean palette you utter hillbilly,1,Other
1178720035604271108_twitter,<user> <user> we did not like them trying to be white like how the jews ran off people do not realize blacks are not anti semitic we are mad at them for abandoning us to go be white with white people when they used to be with us we are always left behind 😿,0,None
1179006438623965186_twitter,<user> <user> a refugee has a credible claim of fear in his or her home country muslms being in majority do not have anything to fear hence they cannot fit in the definition of refugee so they are illegal immigrants,0,None
1179091297639878656_twitter,i fucking hate slow ass people at fiu bitch move that fuck out the way a nigga got class fuck,0,Other
1179088208056987648_twitter,<user> <user> <user> you can gather a list of female poc queer brewery representatives you feel they should call on there are many fellow brewers and industry folk out there who advocate for equality in craft brewing let us make our voices louder together <number> <number>,0,None
1179097323265089536_twitter,<user> when will these people understands how asians really suffer from racists too,0,None
25352688_gab,as far as im concerned if u pay any money to watch niggerball games or niggerball stuff u may as well just find the nearest nigger and suck its dick u cucked loser 😡,1,African
1179075637153153024_twitter,<user> khurram what on earth you are doing asking pertinent questions in a country of imbeciles pakistanis does not even have rudimentary understanding of government and institutional roles and responsiblities growing up our brains were raped by pak studies and islamiyat lessons,0,None
1179036515466272768_twitter,<user> wtf is wrong with these demon rats ha <user> do not let the medical records for illegal aliens fast track to electronic system shoot this bill down vets deserve it first not illegals 😡,0,None
1179078375454826496_twitter,<user> you incite violence you are proud of it mass shooters white van driving maga bombers racists rapists and dirty cops you should be charged with obstruction threats and witness tampering you goon,0,None
1179076907410874370_twitter,<user> trump is white trash it embarrassing that anyone is lying on his behalf,1,Caucasian
1179008458680606720_twitter,<user> <user> so i should allow them to rape me idg smh,0,None
1179070907744243712_twitter,hey those women in the bop trailer they all looked like woc,0,None
1179024656780681216_twitter,<user> this is how they all look in person literally insane rabid non make up greasy hair women everytime i see their comments on twitter this is exactly what i envision,0,None
1178703649045991424_twitter,<user> it okay to be white islam is right about women straight pride world wide male feminists are better than female non feminists,0,None
1178411197638598657_twitter,sunday thoughts black street gangs are a far greater terrorist threat to the united states than so called white supremacists will ever be they kill thousands of americans every year sell drugs and pimp teenage girls what about it ilhan omar,0,None
1179073008977108992_twitter,<user> <user> unlikely to happen soon this is the perfect distraction for the lnp to get political mileage from has everything dog whistling moslems women nationalism perceived terrorist threat nastiness for the haters let us them avoid answering real questions and make good policy,0,None
1178581844910104576_twitter,<user> more like intermittent terrorist threats and violence from a few of his unhinged whackadoos but i am furious with the sheer irresponsibility of it,0,None
1179093793330651136_twitter,<user> lol fuck you too,1,None
1179088619140726784_twitter,<user> <user> i got the same thing and it was just like wow thanks fuck you too,1,None
1178514704005771265_twitter,tired of having shit skin,1,None
1179105073907015682_twitter,<user> heck yeah rooting for you my partner goes to a queer yoga class sundays at <number> pm if you want details i can find them for ya,1,Homosexual
1179104677012619265_twitter,<user> <user> drug addict khusra bisexual imrankhan might have screwed this queer,1,Other
16628983_gab,princess michael wore a nigger brooch to meet harry nigger jew fiancée 😂 judenpresse expresses outrage and offence 😂 😂,1,African
